index	Category	Rating	Reviews	Size	Installs	Type	Price	Content Rating	Genres	Last Updated
6395	0.012	0.05	4e-09	0.0011264	5e-10	0.01	0.0	0.01	0.012	0.00187
6397	0.018	0.04	4.16e-06	0.003072	5e-06	0.01	0.0	0.01	0.017	0.00145
6398	0.02	0.043	6.16e-07	0.00256	1e-07	0.01	0.0	0.02	0.02	0.00169
6399	0.019	0.045	4.15e-07	0.0053248	1e-07	0.01	0.0	0.04	0.018	0.00145
6400	0.02	0.04	2.614e-06	0.00064512	1e-06	0.01	0.0	0.04	0.029	0.01324
6401	0.02	0.032	3.04e-07	0.00048128	1e-07	0.01	0.0	0.02	0.01	0.00287
6402	0.02	0.046	2.683e-06	0.00256	1e-07	0.01	0.0	0.04	0.029	0.00166
6403	0.02	0.042	3.379e-06	0.0063488	1e-06	0.01	0.0	0.04	0.029	0.00615
6404	0.006	0.048	3.3783e-05	0.00065536	1e-05	0.01	0.0	0.02	0.006	0.00123
6405	0.006	0.03	2.8447e-05	0.001536	1e-05	0.01	0.0	0.02	0.006	0.0012
6406	0.019	0.043	1.25e-07	0.007168	5e-08	0.01	0.0	0.02	0.018	0.0088
6407	0.034	0.039	2.3e-07	0.0012288	1e-07	0.01	0.0	0.01	0.047	0.00138
6408	0.006	0.032	1.462e-06	0.00072704	1e-06	0.01	0.0	0.04	0.006	0.00194
6409	0.02	0.039	8.419e-06	0.0048128	1e-06	0.01	0.0	0.02	0.032	0.00119
6410	0.02	0.048	4e-09	0.0023552	1e-10	0.0	0.0014990000000000001	0.02	0.02	0.00308
6411	0.006	0.035	4.205e-06	0.001024	1e-06	0.01	0.0	0.02	0.006	0.00138
6412	0.019	0.044000000000000004	1.563e-06	0.004096	5e-07	0.01	0.0	0.02	0.018	0.00517
6413	0.019	0.040999999999999995	3.55e-07	0.0054272	1e-07	0.01	0.0	0.02	0.018	0.00141
6414	0.02	0.042	1.901e-06	0.0008396799999999999	1e-06	0.01	0.0	0.04	0.029	0.00874
6415	0.02	0.047	6.073e-06	0.0008704	1e-06	0.01	0.0	0.04	0.029	0.00276
6416	0.027	0.04	9e-09	0.0033792	1e-08	0.01	0.0	0.01	0.041	0.00184
6417	0.006	0.044000000000000004	1.9e-07	0.0034816	1e-07	0.01	0.0	0.01	0.006	0.00376
6418	0.02	0.042	4.5e-08	0.0023552	1e-08	0.01	0.0	0.02	0.02	0.00307
6419	0.023	0.05	2.1e-08	0.000256	1e-09	0.01	0.0	0.01	0.038	0.00393
6420	0.024	0.035	5.2e-08	0.00018432	1e-07	0.01	0.0	0.01	0.039	0.00832
6423	0.02	0.045	1.318e-06	0.0024576	5e-07	0.01	0.0	0.02	0.029	0.00268
6424	0.026	0.040999999999999995	9.8e-08	0.0002048	5e-08	0.01	0.0	0.01	0.04	0.00134
6426	0.027	0.043	1.5e-08	0.00012288	1e-09	0.0	0.000399	0.01	0.041	0.01637
6428	0.02	0.043	8.55e-07	0.0007168	1e-07	0.01	0.0	0.02	0.01	0.0101
6429	0.028	0.044000000000000004	1.8e-08	0.00021504	5e-09	0.0	0.0002	0.01	0.042	0.01976
6435	0.028	0.04	2.89e-07	0.00027648	1e-07	0.01	0.0	0.01	0.042	0.02032
6436	0.012	0.043	2.3e-08	0.0095232	1e-08	0.01	0.0	0.01	0.012	0.00119
6437	0.019	0.04	2.67e-07	0.004096	1e-07	0.0	0.000199	0.01	0.022	0.00649
6438	0.034	0.049	1.24e-07	0.00034816	1e-08	0.01	0.0	0.01	0.047	0.00247
6439	0.019	0.047	2.1e-08	0.0009216	1e-09	0.01	0.0	0.01	0.019	0.00516
6443	0.027	0.043	3.3e-08	0.0001024	5e-09	0.0	0.000399	0.01	0.041	0.01372
6444	0.028	0.042	2.79e-07	0.00011264	1e-07	0.01	0.0	0.01	0.042	0.02032
6445	0.019	0.040999999999999995	4.96e-07	0.0039936	1e-06	0.01	0.0	0.02	0.021	0.00666
6448	0.018	0.032	3.2e-07	0.0031744	5e-07	0.01	0.0	0.01	0.017	0.0035
6449	0.025	0.039	9.765e-06	0.0014336	1e-05	0.01	0.0	0.01	0.025	0.00576
6450	0.012	0.042	7.98e-07	0.0029696	5e-07	0.01	0.0	0.01	0.012	0.00329
6451	0.027	0.040999999999999995	7.83e-07	0.00043008	1e-06	0.01	0.0	0.01	0.041	0.00845
6452	0.005	0.049	1.3e-08	0.00054272	1e-09	0.01	0.0	0.01	0.005	0.00139
6454	0.025	0.037000000000000005	8.4e-08	0.00064512	1e-08	0.0	0.000299	0.01	0.025	0.00225
6455	0.012	0.035	1.96e-07	0.0027648	1e-07	0.01	0.0	0.01	0.012	0.00465
6456	0.027	0.049	8.3e-08	0.00031744	5e-09	0.0	0.000399	0.01	0.041	0.0018
6458	0.007	0.033	7.8e-08	0.000256	1e-07	0.01	0.0	0.01	0.007	0.00242
6459	0.004	0.049	6.59e-07	0.000512	1e-07	0.01	0.0	0.01	0.004	0.00457
6460	0.025	0.034	1.52e-06	0.00064512	5e-07	0.01	0.0	0.01	0.025	0.00225
6462	0.025	0.045	2.71e-06	0.00049152	1e-06	0.01	0.0	0.01	0.025	0.00366
6464	0.02	0.05	6e-09	0.00094208	1e-08	0.01	0.0	0.01	0.009	0.00308
6465	0.002	0.035	2e-09	0.0034816	1e-09	0.01	0.0	0.01	0.002	0.00173
6468	0.015	0.044000000000000004	6.22e-07	0.000256	1e-07	0.01	0.0	0.01	0.014	0.00203
6469	0.023	0.037000000000000005	1.92e-07	0.0036864	1e-06	0.01	0.0	0.01	0.038	0.00117
6471	0.012	0.048	6e-09	0.00063488	5e-09	0.01	0.0	0.01	0.012	0.00117
6473	0.025	0.043	1.879e-06	0.00045056	1e-06	0.01	0.0	0.01	0.025	0.00657
6474	0.015	0.049	4.2e-08	0.0018432	1e-08	0.01	0.0	0.01	0.014	0.0017
6481	0.015	0.05	3e-09	0.0009523200000000001	1e-09	0.01	0.0	0.01	0.014	0.00415
6486	0.025	0.044000000000000004	3.28e-07	0.0011264	1e-07	0.01	0.0	0.01	0.025	0.0012
6487	0.021	0.01	1e-09	0.00023552	1e-09	0.01	0.0	0.01	0.036	0.00714
6488	0.025	0.045	1.17e-07	0.00045056	1e-08	0.0	9.9e-05	0.01	0.025	0.00657
6490	0.029	0.04	2e-09	0.001024	1e-10	0.01	0.0	0.01	0.043	0.00127
6491	0.027	0.05	1e-09	0.00037888	1e-10	0.01	0.0	0.01	0.041	0.00138
6492	0.019	0.049	5.9e-08	0.0021504	5e-09	0.01	0.0	0.01	0.027	0.00159
6493	0.025	0.047	1.63e-07	0.00047104	1e-08	0.0	9.9e-05	0.01	0.025	0.00418
6495	0.012	0.039	8.185e-06	0.004608	5e-06	0.01	0.0	0.01	0.012	0.00145
6497	0.023	0.032	6.61e-07	0.0007782399999999999	1e-06	0.01	0.0	0.01	0.038	0.00254
6498	0.004	0.035	2.539e-06	0.0008806399999999999	5e-06	0.01	0.0	0.01	0.004	0.00125
6500	0.012	0.037000000000000005	9.13e-07	7e-06	1e-06	0.01	0.0	0.01	0.012	0.02322
6501	0.005	0.03	5.97e-07	0.0017408	1e-06	0.01	0.0	0.01	0.005	0.00139
6502	0.017	0.042	7.8e-08	8.12e-05	1e-07	0.01	0.0	0.01	0.016	0.00661
6503	0.003	0.04	2e-09	0.0013312	1e-09	0.01	0.0	0.01	0.003	0.00267
6504	0.017	0.040999999999999995	1.42e-07	4.42e-05	1e-07	0.01	0.0	0.01	0.016	0.00661
6507	0.017	0.04	4.5e-08	8.42e-05	5e-08	0.01	0.0	0.01	0.016	0.00661
6508	0.012	0.031	7.2e-08	0.00024576	1e-07	0.01	0.0	0.01	0.012	0.00288
6509	0.017	0.044000000000000004	3.4e-08	4.17e-05	1e-08	0.01	0.0	0.01	0.016	0.00661
6510	0.025	0.032	4e-09	0.0005734399999999999	1e-09	0.01	0.0	0.01	0.025	0.00195
6511	0.017	0.039	7.1e-08	4.12e-05	1e-07	0.01	0.0	0.01	0.016	0.00661
6512	0.017	0.042	8.6e-08	4.59e-05	1e-07	0.01	0.0	0.01	0.016	0.00661
6513	0.004	0.047	1.46e-07	0.0034816	5e-08	0.01	0.0	0.01	0.004	0.00212
6514	0.017	0.04	2.4e-08	4.78e-05	1e-08	0.01	0.0	0.01	0.016	0.00661
6517	0.017	0.04	4.5e-08	3.35e-05	5e-08	0.01	0.0	0.01	0.016	0.00661
6518	0.033	0.037000000000000005	5.33e-07	0.00038911999999999996	5e-07	0.01	0.0	0.01	0.046	0.00115
6519	0.017	0.040999999999999995	1.2e-07	7.82e-05	1e-07	0.01	0.0	0.01	0.016	0.00661
6520	0.017	0.044000000000000004	3e-08	7.21e-05	5e-08	0.01	0.0	0.01	0.016	0.00661
6521	0.017	0.04	5e-08	4.3e-05	5e-08	0.01	0.0	0.01	0.016	0.00661
6522	0.017	0.039	1.31e-07	4.29e-05	1e-07	0.01	0.0	0.01	0.016	0.00661
6523	0.017	0.036000000000000004	7e-09	1.92e-05	1e-08	0.01	0.0	0.01	0.016	0.00661
6526	0.029	0.046	2.7e-08	0.000256	1e-08	0.01	0.0	0.01	0.043	0.00541
6528	0.017	0.044000000000000004	6.3e-08	4.17e-05	5e-08	0.01	0.0	0.01	0.016	0.00661
6530	0.017	0.043	1.5e-08	4.6e-05	1e-08	0.01	0.0	0.01	0.016	0.00661
6531	0.019	0.045	5.14e-07	0.0006041600000000001	5e-08	0.0	0.000699	0.02	0.018	0.00177
6532	0.017	0.040999999999999995	6.6e-08	7.28e-05	1e-07	0.01	0.0	0.01	0.016	0.00661
6533	0.017	0.038	1.8e-08	4.96e-05	1e-08	0.01	0.0	0.01	0.016	0.00661
6534	0.017	0.040999999999999995	1.74e-07	8.16e-05	1e-07	0.01	0.0	0.01	0.016	0.00661
6535	0.019	0.046	1.44e-07	0.00064512	1e-08	0.0	0.000699	0.01	0.018	0.00197
6536	0.017	0.037000000000000005	8.3e-08	4.14e-05	1e-07	0.01	0.0	0.01	0.016	0.00661
6537	0.017	0.039	5.3e-08	3.34e-05	1e-07	0.01	0.0	0.01	0.016	0.00661
6538	0.017	0.044000000000000004	5e-08	5.06e-05	5e-08	0.01	0.0	0.01	0.016	0.00661
6540	0.018	0.045	3.1e-08	0.00023552	1e-08	0.01	0.0	0.01	0.017	0.00221
6544	0.019	0.044000000000000004	3.3661e-05	0.006144	1e-06	0.0	0.000299	0.01	0.021	0.00117
6545	0.019	0.035	4.6801e-05	0.006144	1e-05	0.01	0.0	0.01	0.021	0.00117
6546	0.02	0.043	4.1e-08	0.0008089600000000001	1e-08	0.0	0.000299	0.01	0.0	0.00181
6547	0.02	0.045	6.5e-08	0.0024576	1e-07	0.01	0.0	0.01	0.02	0.00146
6548	0.02	0.045	0.005591653	0.009728	0.0005	0.01	0.0	0.03	0.023	0.00133
6549	0.019	0.044000000000000004	0.001432447	0.0060416	0.0005	0.01	0.0	0.01	0.019	0.00384
6550	0.02	0.042	1.3e-08	0.0023552	1e-08	0.0	0.00024900000000000004	0.01	0.0	0.00338
6551	0.019	0.043	0.001167143	0.0012288	0.001	0.01	0.0	0.01	0.019	0.00434
6553	0.012	0.036000000000000004	7.3e-08	0.0014336	1e-07	0.01	0.0	0.01	0.012	0.00771
6554	0.02	0.04	3e-09	0.00022528	5e-09	0.01	0.0	0.02	0.02	0.00129
6555	0.019	0.038	4.88e-07	0.003072	1e-06	0.01	0.0	0.02	0.048	0.00901
6558	0.019	0.044000000000000004	0.000125578	0.0017408	5e-05	0.01	0.0	0.01	0.022	0.01241
6559	0.02	0.038	8.7734e-05	0.0032768	0.0001	0.01	0.0	0.02	0.01	0.00132
6560	0.019	0.039	1.64e-07	0.0033792	1e-07	0.01	0.0	0.02	0.021	0.01892
6561	0.019	0.040999999999999995	1.4283e-05	0.00043008	1e-05	0.01	0.0	0.02	0.048	0.00423
6562	0.02	0.043	6e-09	0.0033792	1e-08	0.0	0.00024900000000000004	0.01	0.0	0.00338
6563	0.022	0.035	2.0675e-05	0.0098304	1e-05	0.01	0.0	0.02	0.037	0.00118
6565	0.022	0.043	5.1569e-05	0.0026624	1e-05	0.01	0.0	0.02	0.037	0.00121
6567	0.02	0.047	1e-08	0.003072	1e-08	0.0	0.000299	0.01	0.0	0.00345
6568	0.019	0.045	3.8297e-05	0.00065536	0.0001	0.01	0.0	0.01	0.019	0.00146
6569	0.02	0.038	0.000159398	0.0028672	5e-05	0.01	0.0	0.02	0.032	0.00182
6570	0.019	0.045	0.00077673	0.0050176	0.0001	0.01	0.0	0.03	0.022	0.00125
6571	0.019	0.042	1.52e-07	0.0016384	1e-07	0.01	0.0	0.02	0.048	0.00143
6572	0.02	0.043	7.0903e-05	0.0052224	5e-05	0.01	0.0	0.01	0.0	0.00209
6573	0.011	0.040999999999999995	1.1e-07	0.00026624	5e-08	0.01	0.0	0.02	0.011	0.00176
6574	0.024	0.046	0.000819694	0.00256	0.0001	0.01	0.0	0.01	0.039	0.00155
6576	0.019	0.045	0.001243017	0.0027648	0.0005	0.01	0.0	0.02	0.022	0.00133
6577	0.02	0.045	6.674e-05	0.0023552	1e-05	0.01	0.0	0.01	0.0	0.00873
6578	0.026	0.03	6.9e-08	0.0031744	1e-07	0.01	0.0	0.01	0.04	0.0017
6579	0.015	0.026000000000000002	1.86e-07	0.00256	1e-07	0.01	0.0	0.01	0.014	0.00193
6580	0.005	0.034	2.5e-08	0.0016384	1e-07	0.01	0.0	0.01	0.005	0.00124
6581	0.021	0.044000000000000004	5.78e-07	7.04e-05	1e-07	0.0	9.9e-05	0.01	0.036	0.01459
6582	0.021	0.042	3.3033e-05	0.00075776	5e-05	0.01	0.0	0.01	0.036	0.00127
6583	0.018	0.04	7.808e-06	0.000512	1e-05	0.01	0.0	0.01	0.017	0.01119
6584	0.021	0.047	8.347e-06	0.00026624	5e-06	0.01	0.0	0.01	0.036	0.00229
6585	0.021	0.034	1.8e-08	0.004608	1e-08	0.01	0.0	0.01	0.036	0.00176
6586	0.021	0.037000000000000005	9e-09	0.0023552	1e-08	0.01	0.0	0.01	0.036	0.00421
6587	0.021	0.037000000000000005	3.596e-06	0.00086016	1e-05	0.01	0.0	0.01	0.036	0.00133
6588	0.021	0.045	3.32e-06	0.0008499200000000001	1e-06	0.01	0.0	0.01	0.036	0.00289
6589	0.02	0.039	0.000174423	0.0008089600000000001	0.0001	0.01	0.0	0.01	0.01	0.00118
6590	0.021	0.05	6e-09	0.0026624	1e-08	0.01	0.0	0.01	0.036	0.00187
6591	0.021	0.043	1.7e-08	0.0006144	1e-07	0.01	0.0	0.01	0.036	0.00641
6592	0.021	0.042	1.78e-07	0.00049152	1e-08	0.0	9.9e-05	0.01	0.036	0.00129
6594	0.021	0.04	2.55e-07	0.0016384	1e-07	0.01	0.0	0.01	0.036	0.00187
6596	0.021	0.045	3.09e-07	0.0006041600000000001	1e-07	0.01	0.0	0.01	0.036	0.00623
6597	0.021	0.04	9.1e-08	3.35e-05	1e-07	0.01	0.0	0.01	0.036	0.02485
6598	0.004	0.044000000000000004	5.2e-08	0.00022528	1e-08	0.01	0.0	0.01	0.004	0.01048
6599	0.021	0.018000000000000002	3e-08	8.87e-05	5e-09	0.01	0.0	0.01	0.036	0.00915
6600	0.015	0.043	1.2e-08	6.13e-05	1e-08	0.01	0.0	0.01	0.014	0.01012
6601	0.018	0.05	3e-09	0.0001536	1e-09	0.01	0.0	0.01	0.017	0.01474
6602	0.015	0.05	1e-09	0.0012288	5e-10	0.01	0.0	0.01	0.014	0.00233
6604	0.02	0.032	1.2e-08	0.0013312	1e-08	0.01	0.0	0.01	0.02	0.00298
6606	0.02	0.046	4.7e-08	0.00033791999999999996	5e-08	0.01	0.0	0.01	0.029	0.00119
6607	0.021	0.038	4e-09	0.00029696	1e-08	0.01	0.0	0.01	0.036	0.0091
6608	0.021	0.039	3.1e-08	0.001024	1e-08	0.01	0.0	0.01	0.036	0.01048
6609	0.021	0.042	3.4e-08	0.00032768	1e-08	0.01	0.0	0.01	0.036	0.00777
6611	0.021	0.04	1.1e-08	0.00018432	1e-08	0.01	0.0	0.01	0.036	0.00385
6612	0.021	0.038	2.92e-07	0.00027648	1e-06	0.01	0.0	0.01	0.036	0.00226
6613	0.02	0.040999999999999995	1.57e-07	0.0007168	5e-07	0.01	0.0	0.01	0.01	0.00799
6614	0.015	0.039	2.6e-08	0.0012288	1e-08	0.01	0.0	0.01	0.014	0.00172
6616	0.015	0.021	3.2e-08	0.00098304	1e-08	0.01	0.0	0.01	0.014	0.0019
6617	0.018	0.018000000000000002	5e-09	0.0018432	1e-08	0.01	0.0	0.03	0.017	0.00289
6618	0.021	0.042	7e-08	0.00019455999999999998	1e-07	0.01	0.0	0.01	0.036	0.00915
6619	0.021	0.02	1e-09	0.0029696	5e-10	0.01	0.0	0.01	0.036	0.00519
6622	0.015	0.034	2.256e-06	0.00016384	5e-06	0.01	0.0	0.01	0.014	0.01581
6623	0.021	0.043	4.6e-08	0.0002048	1e-07	0.01	0.0	0.01	0.036	0.00602
6625	0.027	0.037000000000000005	5.004e-06	0.000256	1e-05	0.01	0.0	0.01	0.041	0.00142
6626	0.019	0.047	1.91e-07	0.00073728	5e-08	0.01	0.0	0.01	0.031	0.0012
6627	0.004	0.045	6.7186e-05	0.00064512	1e-05	0.01	0.0	0.03	0.004	0.00194
6628	0.027	0.046	1.8e-08	0.0004096	1e-09	0.01	0.0	0.01	0.041	0.00241
6629	0.029	0.036000000000000004	2.6e-08	0.00012288	5e-08	0.01	0.0	0.01	0.043	0.01289
6632	0.027	0.044000000000000004	8.259e-06	0.0003584	1e-05	0.01	0.0	0.01	0.041	0.00133
6633	0.02	0.046	4.1e-08	0.00094208	1e-08	0.01	0.0	0.01	0.009	0.00509
6637	0.02	0.023	3e-09	0.0036864	1e-08	0.01	0.0	0.03	0.01	0.00309
6640	0.029	0.038	8.211e-06	0.00041983999999999994	5e-05	0.01	0.0	0.01	0.043	0.00131
6642	0.027	0.03	2e-09	0.00027648	1e-09	0.01	0.0	0.01	0.041	0.00414
6643	0.013	0.05	2e-09	0.0033792	5e-10	0.01	0.0	0.01	0.013	0.00265
6644	0.028	0.045	4.3e-08	0.0028672	1e-07	0.01	0.0	0.01	0.042	0.00247
6645	0.028	0.044000000000000004	1.6e-08	0.00068608	5e-08	0.01	0.0	0.01	0.042	0.00263
6646	0.02	0.045	5.16e-07	0.0021504	5e-07	0.01	0.0	0.01	0.0	0.00707
6647	0.013	0.048	1.8e-08	0.0003584	5e-08	0.01	0.0	0.01	0.013	0.00835
6648	0.027	0.043	3.068e-06	0.0006144	1e-06	0.01	0.0	0.01	0.041	0.00131
6652	0.013	0.037000000000000005	3e-09	0.0027648	1e-08	0.01	0.0	0.01	0.013	0.00268
6653	0.028	0.045	1.3466e-05	0.00034816	5e-06	0.01	0.0	0.01	0.042	0.00162
6655	0.027	0.043	2.7749e-05	0.0016384	1e-05	0.01	0.0	0.01	0.041	0.00132
6657	0.02	0.044000000000000004	7.7e-08	0.001024	1e-07	0.01	0.0	0.01	0.009	0.00509
6659	0.027	0.045	2.803e-05	0.0009216	1e-05	0.01	0.0	0.01	0.041	0.00118
6660	0.018	0.016	2.42e-07	0.0036864	5e-07	0.01	0.0	0.01	0.017	0.00198
6663	0.02	0.045	7.5719e-05	0.003072	5e-05	0.01	0.0	0.01	0.033	0.00369
6671	0.013	0.038	1.103e-06	0.0006758399999999999	1e-06	0.01	0.0	0.01	0.013	0.00173
6672	0.02	0.043	2.1804e-05	0.0045056	1e-05	0.0	9.9e-05	0.03	0.032	0.00148
6673	0.019	0.043	2.0691e-05	0.0091136	1e-05	0.01	0.0	0.01	0.028	0.0012
6674	0.018	0.03	8.59e-07	0.0003584	1e-06	0.01	0.0	0.01	0.017	0.00132
6675	0.025	0.04	2.32e-07	0.0032768	5e-07	0.01	0.0	0.01	0.025	0.00119
6676	0.017	0.042	0.000130287	0.00512	0.0001	0.01	0.0	0.01	0.016	0.00989
6677	0.029	0.048	5.865e-06	0.001536	1e-06	0.0	0.000449	0.01	0.043	0.00133
6678	0.032	0.04	4.6e-08	0.00031744	5e-08	0.01	0.0	0.01	0.035	0.01318
6679	0.02	0.045	4.1e-08	0.003072	5e-08	0.01	0.0	0.01	0.029	0.00319
6681	0.012	0.047	4.13e-07	0.0013312	1e-07	0.01	0.0	0.01	0.012	0.00182
6682	0.022	0.019	1.6e-08	0.00026624	1e-08	0.01	0.0	0.01	0.037	0.00881
6683	0.022	0.049	2.9e-08	0.000256	5e-09	0.01	0.0	0.01	0.037	0.00253
6685	0.022	0.047	2.068e-06	0.000768	1e-06	0.01	0.0	0.01	0.037	0.0169
6687	0.02	0.049	1.288e-06	0.0026624	1e-07	0.01	0.0	0.01	0.009	0.0014
6688	0.022	0.048	1.902e-06	0.00053248	1e-06	0.01	0.0	0.01	0.037	0.01637
6691	0.019	0.045	1.418e-06	0.0026624	1e-07	0.01	0.0	0.02	0.048	0.00182
6695	0.005	0.045	4.3e-08	0.0094208	1e-09	0.01	0.0	0.01	0.005	0.00131
6697	0.019	0.05	7e-09	0.0019456	5e-11	0.01	0.0	0.01	0.019	0.00128
6699	0.032	0.039	1.016e-06	0.0013312	5e-07	0.01	0.0	0.02	0.035	0.00184
6702	0.006	0.043	1.09e-07	0.0003584	1e-07	0.01	0.0	0.01	0.006	0.00314
6704	0.02	0.048	0.001304467	0.0069632	0.0001	0.01	0.0	0.01	0.023	0.00124
6705	0.027	0.043	1.32e-06	7.78e-05	1e-06	0.01	0.0	0.01	0.041	0.01902
6706	0.004	0.046	1.56e-07	0.00021504	1e-07	0.01	0.0	0.01	0.004	0.0017
6709	0.019	0.040999999999999995	1.167e-06	0.0073728	1e-06	0.01	0.0	0.02	0.022	0.00209
6710	0.023	0.045	0.000245104	0.003584	5e-05	0.01	0.0	0.01	0.038	0.00119
6712	0.019	0.038	8.175e-06	0.0031744	1e-05	0.01	0.0	0.03	0.019	0.00329
6713	0.019	0.024	4.5e-08	0.00041983999999999994	1e-07	0.01	0.0	0.02	0.021	0.00824
6715	0.019	0.027999999999999997	4.8e-08	0.0013312	1e-07	0.01	0.0	0.02	0.021	0.00962
6716	0.019	0.045	0.000947515	0.006144	0.0001	0.01	0.0	0.02	0.022	0.00126
6717	0.02	0.046	5.546e-06	0.008704	1e-06	0.01	0.0	0.01	0.029	0.00166
6718	0.019	0.040999999999999995	1.3304e-05	0.00013312	1e-05	0.01	0.0	0.01	0.019	0.00728
6720	0.02	0.046	9e-09	0.0007065600000000001	1e-08	0.01	0.0	0.01	0.009	0.00196
6721	0.032	0.043	9.966e-06	0.0005632	1e-05	0.01	0.0	0.01	0.035	0.00607
6722	0.02	0.046	7.0335e-05	0.0059392	5e-06	0.01	0.0	0.02	0.029	0.00407
6723	0.02	0.05	1.5e-08	0.0096256	5e-10	0.01	0.0	0.01	0.009	0.0014
6724	0.007	0.05	1e-09	6.83e-05	5e-10	0.01	0.0	0.01	0.007	0.01182
6725	0.02	0.039	1.4e-08	5.92e-05	1e-08	0.01	0.0	0.02	0.01	0.01932
6727	0.02	0.039	1.68e-07	0.00065536	5e-08	0.01	0.0	0.01	0.029	0.00519
6728	0.02	0.042	5e-09	0.00033791999999999996	1e-09	0.01	0.0	0.01	0.01	0.00858
6732	0.032	0.035	5.4e-08	1.86e-05	1e-07	0.01	0.0	0.01	0.035	0.02046
6734	0.02	0.04	4e-09	8.4e-05	1e-09	0.01	0.0	0.01	0.009	0.01633
6736	0.02	0.037000000000000005	5.6e-08	0.0001536	5e-08	0.01	0.0	0.01	0.009	0.01365
6737	0.019	0.038	1e-08	0.0036864	1e-08	0.01	0.0	0.04	0.027	0.00967
6738	0.027	0.043	2.69e-07	6.47e-05	5e-07	0.01	0.0	0.01	0.041	0.02293
6741	0.034	0.045	6e-09	0.000256	5e-10	0.01	0.0	0.01	0.047	0.00123
6742	0.02	0.046	1.148e-05	0.0095232	1e-06	0.01	0.0	0.01	0.029	0.00187
6744	0.02	0.045	3.01e-07	0.0005734399999999999	1e-07	0.01	0.0	0.01	0.009	0.0015
6745	0.02	0.043	1.895e-06	0.0073728	5e-07	0.01	0.0	0.01	0.029	0.00274
6746	0.02	0.044000000000000004	8.47e-07	0.0021504	1e-07	0.01	0.0	0.01	0.009	0.00135
6749	0.02	0.046	1.964e-05	0.0068608	1e-06	0.01	0.0	0.02	0.029	0.00194
6751	0.027	0.039	3.33e-07	0.00011264	1e-06	0.01	0.0	0.01	0.041	0.01029
6754	0.034	0.031	7.42e-07	0.001536	1e-06	0.01	0.0	0.01	0.047	0.00142
6755	0.027	0.039	7.1e-08	0.00011264	1e-07	0.01	0.0	0.01	0.041	0.01037
6756	0.02	0.044000000000000004	1.38e-07	0.00063488	1e-07	0.01	0.0	0.01	0.009	0.00181
6757	0.004	0.044000000000000004	4.7e-08	0.00014335999999999998	1e-08	0.0	0.000308	0.01	0.004	0.00915
6758	0.02	0.044000000000000004	4.8451e-05	0.0053248	1e-05	0.01	0.0	0.02	0.023	0.00119
6759	0.022	0.046	2.2e-08	0.0008908799999999999	1e-08	0.01	0.0	0.02	0.037	0.00115
6760	0.027	0.039	1.5665e-05	3.73e-05	5e-05	0.01	0.0	0.01	0.041	0.00873
6761	0.027	0.046	3.703e-06	0.00038911999999999996	1e-06	0.01	0.0	0.01	0.041	0.00115
6762	0.027	0.025	2.794e-06	0.00038911999999999996	1e-05	0.01	0.0	0.01	0.041	0.00184
6763	0.027	0.046	2.51e-07	0.00038911999999999996	1e-08	0.0	9.9e-05	0.01	0.041	0.00115
6764	0.027	0.027999999999999997	6.32e-07	0.0008396799999999999	5e-06	0.01	0.0	0.01	0.041	0.00554
6765	0.007	0.04	3.2e-08	4.37e-05	5e-08	0.01	0.0	0.01	0.007	0.01217
6766	0.005	0.034	5.4e-08	0.00058368	1e-07	0.01	0.0	0.01	0.005	0.00853
6767	0.022	0.038	3.2e-08	0.00016384	1e-07	0.01	0.0	0.02	0.037	0.00712
6768	0.005	0.045	8e-08	0.0016384	1e-07	0.01	0.0	0.01	0.005	0.00705
6769	0.005	0.048	8e-09	0.00026624	5e-08	0.01	0.0	0.01	0.005	0.00393
6770	0.024	0.033	1.307e-06	0.0006758399999999999	5e-06	0.01	0.0	0.01	0.039	0.00642
6771	0.007	0.039	9.7e-08	5.98e-05	5e-07	0.01	0.0	0.01	0.007	0.01293
6772	0.007	0.035	3.3e-08	0.00027648	1e-07	0.01	0.0	0.01	0.007	0.00436
6774	0.007	0.04	1.926e-06	7.16e-05	1e-05	0.01	0.0	0.01	0.007	0.01078
6776	0.007	0.036000000000000004	4.37e-07	0.0012288	1e-06	0.01	0.0	0.01	0.007	0.00138
6778	0.005	0.047	1.2e-08	0.0013312	5e-09	0.01	0.0	0.01	0.005	0.00196
6779	0.007	0.039	2.0829e-05	0.00019455999999999998	5e-05	0.01	0.0	0.01	0.007	0.00376
6780	0.02	0.05	2e-09	0.00012288	5e-09	0.01	0.0	0.01	0.009	0.00755
6781	0.005	0.046	1.4e-08	0.00044031999999999996	5e-09	0.01	0.0	0.01	0.005	0.00175
6782	0.027	0.039	4.374e-06	0.0013312	1e-05	0.01	0.0	0.01	0.041	0.00156
6783	0.018	0.049	2.6e-08	0.00086016	1e-08	0.01	0.0	0.02	0.017	0.00156
6784	0.027	0.036000000000000004	1.1187e-05	0.00074752	1e-05	0.01	0.0	0.01	0.041	0.00621
6785	0.027	0.037000000000000005	2.992e-06	5.85e-05	5e-06	0.01	0.0	0.01	0.041	0.01007
6786	0.034	0.039	2.2e-08	0.00032768	1e-08	0.01	0.0	0.01	0.047	0.00147
6787	0.018	0.027000000000000003	1.35e-07	0.0006656	1e-07	0.01	0.0	0.01	0.017	0.0014
