	App	Category	Rating	Reviews	Size	Installs	Type	Price	Content Rating	Genres	Last Updated	Current Ver	Android Ver
5935	Alif Ba Ta Song - Arabic Kids	20	4.5	227.0	15360.0	50000.0	1	0.0	1	0	277.0	1.0	2.3 and up
5936	Fitness Dance for Zum.ba Workout Exercise	15	4.2	287.0	12288.0	50000.0	1	0.0	1	14	121.0	1.8	4.2 and up
5937	Cafe.ba	33	4.0	677.0	4505.6	10000.0	1	0.0	1	46	539.0	5.5.2	4.0 and up
5938	058.ba	33	4.4	27.0	14336.0	100.0	1	0.0	1	46	145.0	1.0	4.2 and up
5939	Loreal - BA Makeup	27	1.9	8.0	6860.8	1000.0	1	0.0	1	41	224.0	1.1.1	4.0.3 and up
5942	Elif Ba Oyunu	27	3.7	26.0	2252.8	5000.0	1	0.0	1	41	1122.0	1.1	2.3 and up
5945	Klix.ba	33	4.0	3647.0	5836.8	100000.0	1	0.0	1	46	641.0	4.1.1	4.0 and up
5946	PBA® Bowling Challenge	25	4.3	242096.0	89088.0	10000000.0	1	0.0	1	25	118.0	3.4.4	4.1 and up
5947	Avios for Android	26	2.5	862.0	30720.0	100000.0	1	0.0	1	40	232.0	7.8.0	5.0 and up
5948	Banana Kong	19	4.4	3452530.0	69632.0	100000000.0	1	0.0	1	22	294.0	1.9.6.6	4.0.3 and up
5951	Elifba Quran Learning Game	20	4.7	1424.0	19456.0	100000.0	1	0.0	1	33	174.0	2.2	4.1 and up
5952	Space Shooter : Galaxy Attack	19	4.6	169661.0	40960.0	10000000.0	1	0.0	1	19	119.0	1.246	4.1 and up
5953	Hunt Buddy BC	25	4.4	172.0	50176.0	5000.0	0	2.99	1	25	141.0	1.5	4.0.3 and up
5954	Survival Mobile:10000 BC	20	4.3	7441.0	53248.0	500000.0	1	0.0	3	23	118.0	0.1.801	2.3 and up
5955	iHunter BC	25	4.4	55.0	64512.0	1000.0	0	4.49	1	25	117.0	2.0.38	4.0.3 and up
5956	Anthem BC Anywhere	21	2.6	496.0	24576.0	100000.0	1	0.0	1	36	124.0	8.0.226	4.4 and up
5957	iFish BC	25	3.6	25.0	6144.0	1000.0	0	3.99	1	25	1379.0	2.1	2.3 and up
5958	BC Connect	20	3.8	11.0	17408.0	1000.0	1	0.0	1	9	259.0	2.6.12	4.1 and up
5959	Ice Crush 10.000 B.C.	20	4.4	31.0	4300.8	100.0	0	0.99	1	20	1931.0	1.48	2.0 and up
5960	BC Navigator	20	4.4	21.0	32768.0	1000.0	1	0.0	1	9	202.0	3.2	4.0.3 and up
5961	BC Lotto Check	20	3.0	10.0	717.0	5000.0	1	0.0	1	10	889.0	0.0.7	4.0.3 and up
5963	BC Liquor Stores	18	3.7	492.0	4403.2	50000.0	1	0.0	1	17	1150.0	3.6	2.2 and up
5964	BC MVA Fines	4	5.0	5.0	7372.8	50.0	0	1.75	1	4	1147.0	1.0	4.1 and up
5966	BC Hospital Wait Times	21	4.2	8.0	1228.8	500.0	1	0.0	1	36	1044.0	1.2	4.1 and up
5967	Town of Princeton BC	29	4.8	4.0	31744.0	100.0	1	0.0	1	43	156.0	3.3.8	4.0 and up
5968	Explore British Columbia - BC Travel Guide	26	4.4	7.0	17408.0	500.0	1	0.0	1	40	415.0	2.0.0	4.4W and up
5969	Bridge Constructor Stunts FREE	20	4.1	36151.0	47104.0	1000000.0	1	0.0	1	29	585.0	2.7	3.2 and up
5970	BC's Pizza	18	4.7	113.0	20480.0	1000.0	1	0.0	1	17	789.0	3.0.0	4.0 and up
5971	Baby Connect (activity log)	30	4.7	8343.0	8499.2	50000.0	0	4.99	1	44	141.0	6.3.16	4.0.3 and up
5972	BC Wildfire	27	3.3	27.0	5120.0	5000.0	1	0.0	1	41	181.0	10.1.0	5.0 and up
5973	BC Slots - The Lost Reels FREE	19	4.0	209.0	22528.0	10000.0	1	0.0	2	48	138.0	7.0	4.0 and up
5976	Truck Driving Test Class 3 BC	20	1.0	1.0	2048.0	50.0	0	1.49	1	9	2424.0	1.0	2.1 and up
5977	BC Highways - Road Conditions	26	4.4	382.0	12288.0	10000.0	1	0.0	1	40	300.0	2.1.3	5.0 and up
5978	BC Camera	24	4.2	5.0	5632.0	500.0	1	0.0	1	39	322.0	1.0	4.0.3 and up
5979	BC iptv player	32	4.4	8.0	14336.0	1000.0	1	0.0	1	35	412.0	Final	4.0 and up
5981	Victoria BC | Tour City	26	4.3	20.0	15360.0	1000.0	1	0.0	1	40	848.0	1.7	4.0 and up
5982	BC Wildflowers	20	4.4	7.0	82944.0	1000.0	1	0.0	1	9	506.0	3.5	4.1 and up
5984	BC Hockey	25	3.7	20.0	9113.6	1000.0	1	0.0	1	25	355.0	3.1	4.4 and up
5986	British Columbia Tourist Places (Guide)	26	4.0	1.0	3072.0	100.0	1	0.0	1	40	385.0	1.0	4.1 and up
5987	PMHNP-BC Pocket Prep	21	4.4	112.0	13312.0	1000.0	1	0.0	1	36	139.0	4.5.2	4.4 and up
5988	British Columbia License	20	3.3	14.0	11264.0	1000.0	1	0.0	1	9	1409.0	1.2	4.0 and up
5991	AP Calculus BC Practice Test	20	4.2	4.0	29696.0	500.0	1	0.0	1	9	307.0	6.0.2	4.4 and up
5993	BC Pizza	18	2.3	3.0	2662.4	500.0	1	0.0	1	17	1051.0	1.0	4.2 and up
5994	Railroad Radio Vancouver BC	20	5.0	4.0	1740.8	100.0	1	0.0	2	10	1249.0	1	2.2 and up
5995	AP Calculus BC: Practice Tests and Flashcards	20	3.6	5.0	5529.6	1000.0	1	0.0	1	9	148.0	1.6.7.1	4.1 and up
5997	Bridge Constructor Playground FREE	20	3.9	137377.0	30720.0	5000000.0	1	0.0	1	29	595.0	2.2	4.0.3 and up
5998	BDCast - Bangla Live TVRadio	20	4.4	7461.0	31744.0	1000000.0	1	0.0	1	10	192.0	4.2.1	4.1 and up
5999	bd's Mongolian Grill	18	4.2	120.0	14336.0	10000.0	1	0.0	1	17	278.0	1.5.1	4.1 and up
6000	BD Briight: Your Diabetes Personal Assistant	21	4.8	17.0	37888.0	5000.0	1	0.0	1	36	132.0	1.5.0	5.0 and up
6001	Jagobd - Bangla TV(Official)	20	4.3	39109.0	4096.0	1000000.0	1	0.0	1	10	343.0	6.5	4.0 and up
6003	BD Data Plan (3G & 4G)	7	4.4	10341.0	7065.6	500000.0	1	0.0	1	7	146.0	5.2.4	4.1 and up
6004	বাংলা টিভি প্রো BD Bangla TV	20	4.3	193.0	14336.0	10000.0	1	0.0	1	10	578.0	1.3	4.0 and up
6005	BD tools	27	4.0	21.0	210.0	10000.0	1	0.0	1	41	1076.0	6.1	4.2 and up
6006	BD Provider App	15	1.4	45.0	13312.0	5000.0	1	0.0	1	14	807.0	1.0	4.1 and up
6007	Izneo Read Manga Comics & BD	6	3.3	1476.0	18432.0	500000.0	1	0.0	2	6	170.0	7.3	4.0 and up
6008	BD Radio TV Free List	20	4.3	539.0	13312.0	50000.0	1	0.0	1	10	119.0	1.3	4.2 and up
6010	BD Online News	33	4.6	30.0	3891.2	1000.0	1	0.0	1	46	253.0	1.5	4.0.3 and up
6011	BD Bank Interest	12	4.7	289.0	3276.8	5000.0	1	0.0	1	12	208.0	1.2	4.1 and up
6012	BD Earn Pro	20	4.2	540.0	3276.8	10000.0	1	0.0	1	10	119.0	2.4	4.1 and up
6013	Comics Reader	6	3.9	4496.0	609.0	100000.0	1	0.0	1	6	395.0	2.3.216	2.3 and up
6014	Upohar BD	5	3.4	9.0	1740.8	1000.0	1	0.0	1	5	781.0	1.0	3.0 and up
6015	Electricity Bill Calculator BD	29	4.3	247.0	4096.0	10000.0	1	0.0	1	43	889.0	1.2	4.0.3 and up
6016	BD Fishpedia	4	4.8	123.0	6656.0	1000.0	1	0.0	1	4	623.0	3.15317	3.0 and up
6017	BD Attendance	29	4.8	93.0	14336.0	1000.0	1	0.0	1	43	134.0	2.3.14	4.3 and up
6018	BD All Sim Offer	4	4.5	197.0	2867.2	10000.0	1	0.0	1	4	694.0	1.2	4.1 and up
6019	BD TYCOON	20	3.3	16.0	33792.0	500.0	1	0.0	1	29	510.0	1.2	4.1 and up
6020	BD Sports Box & TV	20	4.2	5.0	3379.2	500.0	1	0.0	1	10	229.0	1.1	4.0.3 and up
6021	Tour BD (Bahir Dar Map)	34	4.9	49.0	3993.6	100.0	1	0.0	1	47	408.0	2.0	4.2 and up
6022	BD Field Force	29	4.2	41.0	15360.0	1000.0	1	0.0	1	43	119.0	1.3.13	4.3 and up
6023	BD CRICKET LIVE	25	4.6	1238.0	9728.0	100000.0	1	0.0	1	25	317.0	3.0	4.0.3 and up
6024	BD All Results	20	4.1	205.0	7475.2	50000.0	1	0.0	1	9	364.0	9.0	4.0.3 and up
6025	BD Online Passport Application	20	4.6	12.0	2457.6	5000.0	1	0.0	1	9	417.0	3.0	4.0.3 and up
6026	BD Internet Packages (Updated)	7	4.0	474.0	3072.0	50000.0	1	0.0	1	7	845.0	0.0.5	4.0 and up
6027	Live Radio BD	20	4.2	69.0	3584.0	10000.0	1	0.0	1	10	1304.0	1.1	4.0 and up
6028	iCard BD Plus	22	5.0	2.0	2457.6	500.0	1	0.0	1	37	866.0	3.7.5	2.0 and up
6029	BD Dialer	7	4.1	29.0	13312.0	10000.0	1	0.0	1	7	142.0	1.8.3	4.1 and up
6031	BANGLA TV 3G/4G	25	4.1	142.0	5427.2	100000.0	1	0.0	1	25	174.0	2.4	4.0 and up
6032	Earn Money BD	12	3.8	103.0	7065.6	5000.0	1	0.0	1	12	140.0	3.4	4.0 and up
6033	BD Hospital's	20	4.7	12.0	2355.2	100.0	1	0.0	1	9	1148.0	1.1	3.0 and up
6034	Rabbithole	20	3.5	3347.0	15360.0	100000.0	1	0.0	1	10	133.0	1.1.15.12	4.4 and up
6035	Educationboard Results BD	20	4.0	983.0	7372.8	100000.0	1	0.0	1	9	169.0	1.0	4.0 and up
6036	BD Online Shop	5	4.2	63.0	13312.0	5000.0	1	0.0	1	5	1172.0	3.0.1	2.3.3 and up
6037	Remote for Samsung TV & BluRay Players (Read Desc)	27	3.3	1988.0	7475.2	500000.0	1	0.0	1	41	117.0	Cow V3.15	4.3 and up
6038	Vehicle Case Checker BD	27	3.7	29.0	3379.2	10000.0	1	0.0	1	41	503.0	1.0	4.1 and up
6039	Remote for Sony TV & Sony Blu-Ray Players MyAV	27	3.4	3491.0	7475.2	1000000.0	1	0.0	1	41	120.0	Cow V3.15	4.3 and up
6040	Remote for Panasonic TV+BD+AVR	27	3.7	533.0	7475.2	100000.0	1	0.0	1	41	120.0	Cow V3.15	4.3 and up
6041	Exam Result BD	20	5.0	2.0	2662.4	500.0	1	0.0	1	9	494.0	1.0	3.2 and up
6042	BD Live Call	7	4.4	7.0	308.0	5000.0	1	0.0	1	7	813.0	1.01	2.0 and up
6043	Helping BD	18	5.0	15.0	4608.0	100.0	1	0.0	1	17	162.0	2.1	4.0.3 and up
6044	Best Browser BD social networking	7	4.8	6.0	21504.0	10.0	1	0.0	1	7	147.0	2.0	4.1 and up
6045	Traffic signs BD	7	4.4	7.0	5427.2	500.0	1	0.0	1	7	1147.0	1.0	4.1 and up
6046	BD Internet Package Activator	33	4.9	13.0	2355.2	100.0	1	0.0	1	46	264.0	1.2	4.0.3 and up
6047	be Produbanco	12	4.0	967.0	22528.0	100000.0	1	0.0	1	12	118.0	1.2.1	4.1 and up
6048	Millionaire : Who want to be?	19	4.4	4396.0	40960.0	100000.0	1	0.0	1	31	595.0	1.5	2.3 and up
6050	Be My Eyes - Helping the blind	18	4.9	8418.0	21504.0	500000.0	1	0.0	1	17	140.0	1.2.9	4.4 and up
6051	Be My Princess: PARTY	20	4.4	9443.0	21504.0	100000.0	1	0.0	2	29	716.0	1.8.0	4.0.3 and up
6052	BeautyPlus - Easy Photo Editor & Selfie Camera	24	4.4	3156484.0	54272.0	100000000.0	1	0.0	1	39	120.0	6.9.031	4.1 and up
6053	Movement BE	22	5.0	20.0	1228.8	100.0	1	0.0	2	37	748.0	1.2	4.4 and up
6054	Be Stronger	15	4.8	787.0	54272.0	1000.0	0	1.99	1	14	120.0	1.4.7	4.0.3 and up
6055	Be My Love Animated Keyboard	28	4.6	838.0	11264.0	50000.0	1	0.0	2	42	243.0	1.70	4.1 and up
6056	Be My Princess 2	20	4.3	2806.0	27648.0	100000.0	1	0.0	2	10	253.0	3.6	2.3 and up
6057	Millionaire Quiz Free: Be Rich	20	3.8	66033.0	6963.2	10000000.0	1	0.0	1	20	331.0	2.5.1	4.0 and up
6058	Be the Manager 2018 - Football Strategy	25	4.3	7557.0	7577.6	100000.0	1	0.0	1	25	261.0	2.2.1	4.2 and up
6059	Be like Me - Hay Nhu Toi	28	4.3	44.0	3584.0	1000.0	1	0.0	2	42	916.0	1.3	4.0 and up
6060	Be Fabulous PHOTO BOOTH	24	4.1	560.0	1740.8	10000.0	1	0.0	1	39	665.0	1.07	4.0 and up
6061	RadarNow!	31	4.5	54090.0	4096.0	5000000.0	1	0.0	1	45	273.0	6.6	4.0 and up
6062	Be My Princess	20	4.2	3103.0	9011.2	100000.0	1	0.0	2	10	435.0	6.5	2.2 and up
6063	Fat No More - Be the Biggest Loser in the Gym!	20	3.8	48545.0	38912.0	1000000.0	1	0.0	1	20	117.0	1.2.14	4.1 and up
6064	Be Like Bill - Maker	20	4.3	18.0	1740.8	1000.0	1	0.0	1	10	1036.0	1.2	3.2 and up
6067	Be the Manager 2016 (football)	25	4.2	4330.0	6246.4	100000.0	1	0.0	1	25	405.0	3.0	4.0 and up
6068	Hair Salon - Fun Games	20	3.8	484226.0	27648.0	50000000.0	1	0.0	2	20	166.0	3.0.10	4.0 and up
6069	Adobe Photoshop Fix	24	4.2	28390.0	38912.0	5000000.0	1	0.0	1	39	497.0	1.0.499	5.0 and up
6070	Make your Be Like Bill	6	4.0	78.0	2867.2	5000.0	1	0.0	1	6	1047.0	1.0	2.3 and up
6071	Be like Bill Generator	20	4.2	67.0	6656.0	5000.0	1	0.0	2	10	1034.0	1.08	4.0.3 and up
6072	Be you GO Launcher Theme	28	4.3	1580.0	3686.4	100000.0	1	0.0	1	42	1477.0	v1.0	2.3 and up
6073	Star Girl - Fashion Makeup & Dress Up	20	4.3	556929.0	54272.0	10000000.0	1	0.0	2	20	223.0	4.2.1	4.0.3 and up
6074	Be Like Bro - Compilation	20	4.4	146.0	3993.6	10000.0	1	0.0	2	10	243.0	2.4	4.1 and up
6076	YAY - TBH	22	4.1	2520.0	12288.0	100000.0	1	0.0	2	37	376.0	1.1.5	4.3 and up
6077	The Sims™ Mobile	20	4.5	559597.0	91136.0	10000000.0	1	0.0	2	29	125.0	11.1.1.179661	4.1 and up
6078	Find My Friends	22	4.2	305367.0	47104.0	10000000.0	1	0.0	1	37	119.0	16.7.1	4.4 and up
6079	Beauty Idol: Fashion Queen	19	4.3	128367.0	55296.0	1000000.0	1	0.0	1	19	397.0	2.1.0	4.0.3 and up
6080	Unseen - No Last Seen	27	4.4	103909.0	9420.8	5000000.0	1	0.0	1	41	201.0	2.2.7	4.3 and up
6081	OK K.O.! Lakewood Plaza Turbo	20	4.5	76608.0	24576.0	1000000.0	1	0.0	3	0	692.0	1.3.1	4.0 and up
6082	Hard Time (Prison Sim)	19	4.3	275843.0	41984.0	10000000.0	1	0.0	2	18	132.0	1.401	4.0 and up
6084	Nick	20	4.2	123309.0	25600.0	10000000.0	1	0.0	3	0	308.0	2.0.8	4.4 and up
6085	Battlefield™ Companion	19	4.0	263907.0	63488.0	10000000.0	1	0.0	3	22	757.0	3.0.4	4.0 and up
6086	Wolf of the BF:Commando MOBILE	19	3.4	32.0	27648.0	1000.0	0	0.99	3	19	615.0	1.00.10	4.0 and up
6087	BF at Sea Refueled	19	4.4	1849.0	37888.0	10000.0	1	0.0	1	30	1135.0	1.1.8	2.3.3 and up
6088	BF Movies Fun	20	3.8	63.0	3788.8	10000.0	1	0.0	2	10	235.0	1.0	2.3.3 and up
6089	BF Browser by Betfilter - Stop Gambling Today!	7	3.0	39.0	4710.4	10000.0	1	0.0	1	7	450.0	1.4	4.0.3 and up
6090	My BF App	7	4.1	141.0	10137.6	50000.0	1	0.0	1	7	344.0	2.0	4.0 and up
6091	Funny videos for whatsapp	32	4.4	3066.0	9216.0	1000000.0	1	0.0	1	35	346.0	1.7	4.0.3 and up
6092	BF games	20	4.1	262.0	29696.0	50000.0	1	0.0	1	24	392.0	1.1	4.0.3 and up
6093	BF 3d Wallpapers	20	4.1	256.0	2560.0	100000.0	1	0.0	2	10	1259.0	4.7	3.0 and up
6094	Hot Bhojpuri Video songs	20	4.1	28892.0	6451.2	5000000.0	1	0.0	2	10	140.0	1.3	4.0 and up
6095	Bullet Force	19	4.5	634159.0	59392.0	10000000.0	1	0.0	2	22	160.0	1.40	4.2 and up
6096	GF - BF Chat Stories - Hindi English Convesation	20	4.1	32.0	4198.4	10000.0	1	0.0	1	9	163.0	1.5	4.1 and up
6097	BF Scale Health Fitness Tool	15	2.2	19.0	9830.4	1000.0	1	0.0	1	14	364.0	2.1	4.3 and up
6098	BF-Calc	27	3.9	428.0	3891.2	100000.0	1	0.0	1	41	1338.0	1.2.5	2.3.3 and up
6099	BF 4 Guns	20	4.0	1542.0	13312.0	50000.0	1	0.0	1	10	1268.0	3.0	3.0 and up
6100	My Virtual Boyfriend	20	4.3	105.0	52224.0	1000.0	0	0.99	2	20	649.0	3.6	2.3.3 and up
6101	Sexy Hot Detector Prank	20	3.9	17067.0	2764.8	5000000.0	1	0.0	1	20	288.0	2.4.4	4.1 and up
6102	BF Combat: Genesis	19	4.0	3322.0	83968.0	100000.0	1	0.0	4	22	636.0	5.1.6	2.3 and up
6103	Combat BF: Black Ops 3	19	4.2	7699.0	84992.0	500000.0	1	0.0	4	22	636.0	5.1.6	2.3 and up
6104	BF Beautiful Nature	20	3.6	5.0	2560.0	1000.0	1	0.0	4	10	1266.0	4.1	3.0 and up
6105	BF 3d Images	20	4.3	19.0	2560.0	1000.0	1	0.0	2	10	1260.0	4.5	3.0 and up
6108	Hot Bhojpuri Video Song 2018 - Free Movies	20	4.4	447.0	3788.8	100000.0	1	0.0	4	10	238.0	1.0	4.2 and up
6109	Body Scanner xray Real Camera Prank Entertaintment	20	2.6	17.0	4710.4	5000.0	1	0.0	1	10	207.0	1.0	2.3 and up
6110	BF Frontline City	19	4.1	29798.0	81920.0	1000000.0	1	0.0	4	22	632.0	5.1.7	2.3 and up
6112	Droid PRoCon BF3	27	3.5	412.0	2662.4	5000.0	0	0.99	1	41	1357.0	2.2	3.0 and up
6113	BF Abstract 3d Pictures	20	4.2	72.0	2560.0	10000.0	1	0.0	2	10	1259.0	5.1	3.0 and up
6116	Random Love (BF)	20	3.7	3.0	10240.0	50.0	1	0.0	1	10	1151.0	1.0.0	2.2 and up
6118	Virtual Boyfriend Chat	20	2.4	407.0	306.0	50000.0	1	0.0	4	10	596.0	1.0	2.2 and up
6120	Talking Boyfriend	20	2.9	1073.0	2867.2	100000.0	1	0.0	1	10	822.0	1.1	2.3.3 and up
6121	Faketalk - Chatbot	19	4.2	63056.0	8294.4	1000000.0	1	0.0	2	27	148.0	1.9.7	2.3 and up
6122	XXX DISTILLERY	5	4.2	509.0	3276.8	100000.0	1	0.0	1	5	483.0	1.1.0	4.0 and up
6123	Cute Questions BF	18	4.0	3.0	3379.2	1000.0	1	0.0	1	17	179.0	3.0.0	4.4 and up
6124	BG Score	25	2.6	64.0	1638.4	10000.0	1	0.0	1	25	490.0	2.1	4.0.3 and up
6125	BG Advisor™	27	4.4	7.0	5734.4	1000.0	1	0.0	1	41	687.0	1.3	4.0.3 and up
6126	BG Products	2	4.8	4.0	4608.0	500.0	1	0.0	1	2	365.0	1.3	5.0 and up
6127	BG LINKED (BGLINKED)	22	4.7	22.0	11264.0	1000.0	1	0.0	1	37	313.0	v2.0.02_prod	4.1 and up
6128	BG Monitor Diabetes	21	4.4	643.0	2867.2	10000.0	1	0.0	1	36	584.0	8.0.1	4.4 and up
6129	BG Monitor Diabetes Pro	21	4.6	87.0	2867.2	500.0	0	5.99	1	36	584.0	8.0.1	4.4 and up
6130	HTC Sense Input-BG	27	2.7	198.0	2867.2	100000.0	1	0.0	1	41	1681.0	9.7.753080	4.1 and up
6131	Photo BG Changer	24	3.8	11.0	17408.0	1000.0	1	0.0	1	39	280.0	1.3	4.1 and up
6132	BG TV App	20	1.7	6.0	2969.6	100.0	1	0.0	1	10	342.0	1.0	4.1 and up
6133	BG BRIDAL GALLERY	18	4.6	17.0	19456.0	1000.0	1	0.0	1	17	154.0	2.1.1	4.4 and up
6134	HTC Sense Input - BG	27	3.3	218.0	4198.4	10000.0	1	0.0	1	41	1115.0	1.0.606877	5.0 and up
6137	Board Game Stats: Play tracking for tabletop games	18	4.6	275.0	3993.6	5000.0	0	2.99	1	17	134.0	2.8.3	4.1 and up
6138	Bg TV Online	20	2.3	50.0	2867.2	10000.0	1	0.0	1	10	403.0	1.2	4.1 and up
6139	PhotoLayers〜SuperimposeEraser	24	4.5	81219.0	2662.4	10000000.0	1	0.0	1	39	1263.0	1.4.0	4.1 and up
6141	BG+Phone Backup	29	4.8	16.0	2662.4	1000.0	1	0.0	1	43	649.0	1.0.3	2.3 and up
6143	ReactNative BG Geolocation	27	5.0	5.0	9318.4	1000.0	1	0.0	1	41	187.0	2.12.0	4.1 and up
6145	BG video - floating video - background video	32	4.1	64.0	2048.0	5000.0	1	0.0	1	35	191.0	2.0	4.0 and up
6152	BG Future School	20	4.9	16.0	10240.0	100.0	1	0.0	1	9	494.0	1.0	4.0.3 and up
6156	BGKontakti Vienna BG Kontakti	22	4.8	111.0	6041.6	1000.0	1	0.0	1	37	133.0	2.42	4.1 and up
6157	CARS.bg	2	4.5	276.0	1740.8	100000.0	1	0.0	1	2	511.0	1.1.3	4.4 and up
6163	Auto Background Changer	24	4.0	35188.0	6348.8	1000000.0	1	0.0	1	39	279.0	1.0.11	3.2 and up
6164	Block Gun 3D: Call of Destiny	19	3.7	31883.0	20480.0	1000000.0	1	0.0	2	22	615.0	1.4.3	2.3 and up
6165	BG Remover & Eraser Pro	27	2.2	4.0	4915.2	500.0	1	0.0	1	41	239.0	3.0	2.3 and up
6168	BG Guide	26	5.0	3.0	2457.6	100.0	1	0.0	1	40	730.0	1.1	2.3.3 and up
6172	trip.bg	26	4.5	103.0	10035.2	1000.0	1	0.0	1	40	121.0	8.2.0	4.0.3 and up
6174	BLOOD & GLORY: IMMORTALS	19	4.3	101762.0	11264.0	1000000.0	1	0.0	2	22	1266.0	2.0.0	3.0 and up
6175	Change photo background	24	3.8	28660.0	6553.6	5000000.0	1	0.0	1	39	252.0	1.0.12	4.0.3 and up
6177	Baldur's Gate: Enhanced Edition	20	4.5	20101.0	7987.2	100000.0	0	9.99	2	32	1153.0	1.3	3.0 and up
6178	Shadow Fight 2 Special Edition	19	4.5	10440.0	88064.0	50000.0	0	4.99	2	22	182.0	1.0.3	4.1 and up
6180	Revita.bg	15	4.8	10.0	4096.0	10.0	1	0.0	1	14	168.0	3.55	4.0 and up
6181	Background Eraser	24	4.5	267378.0	1945.6	10000000.0	1	0.0	1	39	1236.0	1.4.6	4.0 and up
6182	ePay.bg	12	4.4	2017.0	2457.6	100000.0	1	0.0	1	12	125.0	2.22	4.1 and up
6184	Block Gun 3D: Ghost Ops	19	3.9	142693.0	21504.0	5000000.0	1	0.0	2	22	174.0	1.4.0	2.3 and up
6185	Music for Youtube - Tube Music BG Red+	32	4.3	47.0	8908.8	1000.0	1	0.0	2	35	431.0	1.10	4.2 and up
6186	Bg+ Call Blocker	27	4.3	80.0	1740.8	10000.0	1	0.0	1	41	253.0	1.2	4.0 and up
6188	Background Changer & Eraser	24	4.0	2076.0	11264.0	500000.0	1	0.0	2	39	191.0	2.5	4.1 and up
6190	Cut Out : Background Eraser and background changer	24	4.1	7118.0	9420.8	1000000.0	1	0.0	1	39	152.0	1.6	4.0 and up
6191	mySugr: the blood sugar tracker made just for you	21	4.6	21187.0	35840.0	1000000.0	1	0.0	1	36	128.0	3.52.0	5.0 and up
6192	Photo Background Changer 2018 - Blur Background	18	3.7	34079.0	9420.8	5000000.0	1	0.0	1	17	191.0	Arrow-202	4.1 and up
6193	BGCN TV	32	3.4	4334.0	5017.6	100000.0	1	0.0	1	35	1120.0	3.1.891	Varies with device
6194	ScorePal	27	4.5	1439.0	15360.0	10000.0	1	0.0	1	41	142.0	2.10.7	4.3 and up
6195	Backgammon NJ for Android	19	4.4	1644.0	15360.0	10000.0	0	7.99	1	30	602.0	4.1	2.3.3 and up
6197	JOBS.bg	5	4.4	1630.0	2252.8	100000.0	1	0.0	1	5	463.0	3.1.0	4.4 and up
6198	CSCS BG (в български)	20	2.4	7.0	2150.4	100.0	0	3.99	1	9	615.0	1.0	4.0.3 and up
6199	LEGO ® Batman: Beyond Gotham	20	4.1	10758.0	8192.0	100000.0	0	4.99	3	0	1079.0	Varies with device	4.0.3 and up
6201	Blood Glucose Tracker	15	4.6	9612.0	3584.0	100000.0	1	0.0	1	14	194.0	1.8.12	4.4 and up
6202	Baldur's Gate II	20	4.3	5442.0	16384.0	50000.0	0	9.99	2	32	153.0	2.5.16.6	3.0 and up
6203	Rento - Dice Board Game Online	19	4.3	205830.0	64512.0	10000000.0	1	0.0	1	30	161.0	4.4.9	4.1 and up
6206	Remix Second Hand	23	4.2	867.0	7680.0	100000.0	1	0.0	1	38	118.0	1.5.8	4.4 and up
6207	Ultimate Background Eraser	24	4.3	14453.0	21504.0	1000000.0	1	0.0	1	39	260.0	1.9	4.1 and up
6208	OnTrack Diabetes	21	4.3	6079.0	1843.2	500000.0	1	0.0	1	36	315.0	3.2.7	2.1 and up
6209	Blur Image Background	24	3.9	129268.0	11264.0	10000000.0	1	0.0	1	39	121.0	1.32	4.1 and up
6210	ALL-IN-ONE PACKAGE TRACKING	29	4.7	167406.0	18432.0	1000000.0	1	0.0	1	43	128.0	3.1.1281	4.0.3 and up
6213	Grabo.bg	23	4.6	8175.0	3276.8	100000.0	1	0.0	1	38	237.0	3.2.3	4.0.3 and up
6215	GEM™	27	4.3	6.0	33792.0	500.0	1	0.0	1	41	128.0	1.93	5.0 and up
6216	Diabetes Connect	21	4.5	4027.0	8601.6	100000.0	1	0.0	1	36	414.0	2.4.1	4.0 and up
6217	B&H Photo Video Pro Audio	23	4.6	17180.0	31744.0	1000000.0	1	0.0	1	38	117.0	5.3.1	4.4 and up
6218	BH by Kinomap	15	2.9	141.0	22528.0	10000.0	1	0.0	1	14	121.0	3.2.9	4.1 and up
6219	BH Cosmetics	3	4.0	2.0	3686.4	1000.0	1	0.0	1	3	183.0	1.0	4.0 and up
6220	BH Bikes Premium	25	3.0	26.0	15360.0	1000.0	1	0.0	1	25	568.0	2.1.1	5.0 and up
6221	B&H Kids AR	4	3.9	286.0	18432.0	10000.0	1	0.0	1	4	425.0	3.2.5	4.0 and up
6223	BH Patrole	2	4.8	27.0	2560.0	500.0	1	0.0	1	2	286.0	2.0	4.4 and up
6224	CINEMA.BH	20	3.9	11.0	16384.0	1000.0	1	0.0	1	10	302.0	1.2.2	4.2 and up
6225	DSLR Photography Training apps	24	4.0	675.0	15360.0	100000.0	1	0.0	1	39	487.0	2.1	2.3 and up
6229	Bh Public School	20	5.0	2.0	8908.8	10.0	1	0.0	1	9	252.0	1.2	4.0.3 and up
6233	VIVA BH	27	4.0	2055.0	2662.4	100000.0	1	0.0	1	41	233.0	2.44	4.0 and up
6235	Barbers.BH	18	5.0	2.0	6144.0	10.0	1	0.0	1	17	188.0	2.1	4.0.3 and up
6238	Photo Editor - BPhoto	24	4.5	42.0	20480.0	1000.0	1	0.0	1	39	802.0	1.2	4.2 and up
